Target_Role,Job Title,Company,Job URL,Required_Degree,Extracted_Skills
Frontend Developer,,Extracted,https://rooster.jobs/jobs/15127,Not Specified / Equivalent Experience,"['Node.js', 'React', 'MySQL', 'Manual Testing', 'Bitbucket', 'Angular', 'Jira', 'Confluence', 'Redis', 'Java', 'HTML', 'Excel', 'Git', 'JavaScript', 'Oracle', 'TypeScript', 'CI/CD', 'Security', 'Azure', 'Agile']"
Frontend Developer,,Extracted,https://rooster.jobs/jobs/514659,Bachelor's (Field Unspecified),"['Microservices', 'AWS', 'React', 'NoSQL', 'MySQL', 'JUnit', 'PostgreSQL', 'Docker', 'Angular', 'MongoDB', 'Redis', 'GCP', 'Scala', 'QA', 'Kubernetes', 'Git', 'SQL', 'CI/CD', 'Azure', 'GraphQL']"
Frontend Developer,,Extracted,https://rooster.jobs/jobs/511607,Not Specified / Equivalent Experience,"['CSS', 'Figma', 'HTML']"
Frontend Developer,,Extracted,https://rooster.jobs/jobs/516405,Not Specified / Equivalent Experience,"['Docker', 'Microservices', 'Angular', 'Security', 'Azure', 'AWS', 'React', 'MongoDB', 'Git', 'GCP', 'MySQL', 'QA', 'Agile', 'System Design', 'Scala', 'Java', 'PostgreSQL', 'Scrum']"
Frontend Developer,,Extracted,https://rooster.jobs/jobs/509268,Not Specified / Equivalent Experience,"['Excel', 'Figma']"
Frontend Developer,,Extracted,https://rooster.jobs/jobs/516372,Bachelor (Field Unspecified),"['Microservices', 'CI/CD', 'Angular', 'Azure', 'AWS', 'React', 'Git', 'System Design', 'Scala', 'SQL']"
Frontend Developer,,Extracted,https://rooster.jobs/jobs/516290,Bachelor in Computer Science,"['Docker', 'Microservices', 'CI/CD', 'Next.js', 'Kubernetes', 'Security', 'Azure', 'AWS', 'React', 'MongoDB', 'Git', 'GCP', 'MySQL', 'QA', 'Scala', 'Java', 'PostgreSQL']"
Frontend Developer,,Extracted,https://rooster.jobs/jobs/444594,Bachelor in It,"['Angular', 'Azure', 'Excel', 'AWS', 'TypeScript', 'SQL']"
Frontend Developer,,Extracted,https://rooster.jobs/jobs/509437,Bachelor in Computer Science,"['Node.js', 'Automation', 'Security', 'React', 'Agile', 'JavaScript', 'Scala', 'CSS', 'Java', 'HTML', 'SQL']"
Frontend Developer,,Extracted,https://rooster.jobs/jobs/11699,Bachelor in Computer Science,"['Node.js', 'CI/CD', 'Angular', 'Jira', 'Vue', 'Azure', 'AWS', 'React', 'Git', 'GCP', 'JavaScript', 'REST API', 'React Native', 'TypeScript', 'Java', 'HTML', 'GraphQL', 'Scrum']"
Backend Developer,,Extracted,https://rooster.jobs/jobs/516765,Not Specified / Equivalent Experience,"['Docker', 'Node.js', 'Security', 'System Design', 'QA', 'Python', 'Scala', 'PostgreSQL']"
Backend Developer,,Extracted,https://rooster.jobs/jobs/445801,Not Specified / Equivalent Experience,"['Excel', 'Vue']"
Backend Developer,,Extracted,https://rooster.jobs/jobs/516631,Degree in Computer Science,"['Microservices', 'CI/CD', 'Kubernetes', 'Azure', 'Excel', 'Git', 'MongoDB', 'NoSQL', 'Golang', 'Scala', 'Kafka', 'GraphQL', 'SQL']"
Backend Developer,,Extracted,https://rooster.jobs/jobs/449328,Bachelor's (Field Unspecified),"['Docker', 'Azure', 'AWS', 'MongoDB', 'Git', 'Agile', 'MySQL', 'Python', 'Scala', 'Bitbucket', 'GitHub', 'Scrum']"
Backend Developer,,Extracted,https://rooster.jobs/jobs/508856,Not Specified / Equivalent Experience,"['Oracle', 'QA']"
Backend Developer,,Extracted,https://rooster.jobs/jobs/516289,Bachelor in Computer Science,"['CI/CD', 'Next.js', 'Bitbucket', 'Security', 'Azure', 'Excel', 'AWS', 'React', 'Git', 'GitHub', 'GCP', 'JavaScript', 'GitLab', 'Scala', 'TypeScript', 'Java', 'HTML', 'GraphQL']"
Backend Developer,,Extracted,https://rooster.jobs/jobs/508252,Not Specified / Equivalent Experience,"['Docker', 'Automation', 'Python', 'Linux', 'GitHub']"
Backend Developer,,Extracted,https://rooster.jobs/jobs/516985,Bachelor in Computer Programming,"['CI/CD', 'Security', 'Excel', 'AWS', 'React', 'GCP', 'REST API', 'Scala', 'Java']"
Backend Developer,,Extracted,https://rooster.jobs/jobs/517150,Not Specified / Equivalent Experience,"['Docker', 'Go', 'Automation', 'CI/CD', 'Terraform', 'Security', 'DynamoDB', 'AWS', 'Python', 'Scala', 'TypeScript', 'PostgreSQL']"
Backend Developer,,Extracted,https://rooster.jobs/jobs/446149,Not Specified / Equivalent Experience,"['CI/CD', 'Git', 'Agile', 'Scala', 'Flutter', 'GraphQL', 'QA']"
Backend Developer,,Extracted,https://rooster.jobs/jobs/509006,Not Specified / Equivalent Experience,"['Node.js', 'DynamoDB', 'AWS', 'React', 'NoSQL', 'MongoDB', 'JavaScript', 'MySQL', 'Java', 'PostgreSQL', 'SQL']"
Backend Developer,,Extracted,https://rooster.jobs/jobs/446145,Not Specified / Equivalent Experience,"['CI/CD', 'Git', 'Agile', 'Scala', 'Flutter', 'GraphQL', 'QA']"
Backend Developer,,Extracted,https://rooster.jobs/jobs/512774,Degree in Computer Science,"['Automation', 'Excel', 'AWS', 'JavaScript', 'System Design', 'Scala', 'Java', 'PostgreSQL']"
Tech Lead,,Extracted,https://rooster.jobs/jobs/515650,Not Specified / Equivalent Experience,"['Node.js', 'Automation', 'CI/CD', 'Angular', 'Security', 'Azure', 'AWS', 'React', 'Git', 'GCP', 'Agile', 'Python', 'Scala', 'Go', 'Java']"
Tech Lead,,Extracted,https://rooster.jobs/jobs/10932,Not Specified / Equivalent Experience,"['Docker', 'Snowflake', 'Azure', 'AWS', 'GCP', 'Spark', 'Jenkins', 'Python', 'Scala', 'Rust', 'BigQuery', 'Kafka', 'SQL']"
Tech Lead,,Extracted,https://rooster.jobs/jobs/516037,Bachelor in Computer Science,"['Microservices', 'Angular', 'Security', 'Azure', 'Excel', 'Git', 'React', 'Agile', 'Scrum', 'Scala', 'QA', 'SQL']"
Tech Lead,,Extracted,https://rooster.jobs/jobs/506516,Not Specified / Equivalent Experience,"['Angular', 'Vue', 'Security', 'Scala', 'Java']"
Tech Lead,,Extracted,https://rooster.jobs/jobs/444950,Not Specified / Equivalent Experience,"['Node.js', 'Next.js', 'React', 'JavaScript', 'TypeScript', 'Java', 'GraphQL']"
Tech Lead,,Extracted,https://rooster.jobs/jobs/444949,Not Specified / Equivalent Experience,"['Node.js', 'Next.js', 'React', 'JavaScript', 'TypeScript', 'Java', 'GraphQL']"
Tech Lead,,Extracted,https://rooster.jobs/jobs/516849,Not Specified / Equivalent Experience,"['CI/CD', 'Azure', 'AWS', 'React', 'Agile', 'Scrum', 'REST API', 'Scala', 'GitHub', 'PostgreSQL', 'SQL']"
Tech Lead,,Extracted,https://rooster.jobs/jobs/506423,Not Specified / Equivalent Experience,"['Docker', 'Node.js', 'CI/CD', 'Angular', 'Kubernetes', 'AWS', 'React', 'Git', 'Agile', 'Scrum']"
Tech Lead,,Extracted,https://rooster.jobs/jobs/443558,Bachelor in Computer Science,"['Excel', 'Scala']"
Tech Lead,,Extracted,https://rooster.jobs/jobs/509374,Degree in Computer Science,"['Docker', 'Angular', 'Kubernetes', 'Terraform', 'Azure', 'Excel', 'AWS', 'React', 'Agile', 'JavaScript', 'MySQL', 'Oracle', 'CSS', 'Java', 'HTML', 'SQL']"
Tech Lead,,Extracted,https://rooster.jobs/jobs/516890,Not Specified / Equivalent Experience,"['Selenium', 'AWS', 'React', 'Next.js', 'DNS', 'Scala', 'Java', 'HTML', 'PHP', 'QA', 'Cypress', 'Git', 'JavaScript', 'Rust', 'SQL', 'CI/CD', 'Security', 'Azure', 'CSS']"
Tech Lead,,Extracted,https://rooster.jobs/jobs/515474,Not Specified / Equivalent Experience,"['CI/CD', 'Next.js', 'Kanban', 'Security', 'Excel', 'React', 'Agile', 'JavaScript', 'Scala', 'TypeScript', 'Java', 'Scrum']"
Tech Lead,,Extracted,https://rooster.jobs/jobs/511248,Degree in Computer Science,"['Docker', 'Selenium', 'Kubernetes', 'Security', 'Azure', 'AWS', 'Agile', 'JUnit', 'Scala', 'Java', 'TestNG']"
Tech Lead,,Extracted,https://rooster.jobs/jobs/517108,Not Specified / Equivalent Experience,"['Java', 'Excel', 'AWS', 'Scala']"
Product Manager,,Extracted,https://rooster.jobs/jobs/8053,Bachelor's (Field Unspecified),"['Security', 'Excel']"
Product Manager,,Extracted,https://rooster.jobs/jobs/14869,Not Specified / Equivalent Experience,"['Excel', 'Agile', 'Scala', 'Go', 'Rust']"
Product Manager,,Extracted,https://rooster.jobs/jobs/515125,Bachelor (Field Unspecified),['Excel']
Product Manager,,Extracted,https://rooster.jobs/jobs/48982,BSc in Human,['Figma']
Product Manager,,Extracted,https://rooster.jobs/jobs/516924,Not Specified / Equivalent Experience,"['Rust', 'Excel']"
Product Manager,,Extracted,https://rooster.jobs/jobs/516388,Not Specified / Equivalent Experience,"['Security', 'QA', 'Scala']"
Product Manager,,Extracted,https://rooster.jobs/jobs/514325,B.Sc in Computer Science,"['Automation', 'Jira', 'Confluence', 'Excel', 'Agile', 'GitHub', 'QA']"
Product Manager,,Extracted,https://rooster.jobs/jobs/516588,Bachelor in Electrical Engineering,"['Networking', 'Rust', 'Firewalls', 'Excel']"
Product Manager,,Extracted,https://rooster.jobs/jobs/512647,Not Specified / Equivalent Experience,['Excel']
Product Manager,,Extracted,https://rooster.jobs/jobs/516283,Not Specified / Equivalent Experience,"['Security', 'QA', 'Scala']"
Product Manager,,Extracted,https://rooster.jobs/jobs/512925,Bachelor in Mechanical,"['Java', 'Automation']"
Product Manager,,Extracted,https://rooster.jobs/jobs/517082,Not Specified / Equivalent Experience,['Excel']
Product Manager,,Extracted,https://rooster.jobs/jobs/517083,Bachelor in Hospitality Management,['Excel']
Product Manager,,Extracted,https://rooster.jobs/jobs/513016,BSc in Information Technology,"['Security', 'Linux', 'Automation', 'Excel']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/13743,Master (Field Unspecified),"['Excel', 'PMP', 'Agile', 'Scala', 'Scrum']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/10484,Master (Field Unspecified),"['Agile', 'Excel', 'Scrum', 'Scala']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/516982,Bachelor in A Relevant Field,"['Jira', 'Confluence', 'Azure', 'Excel', 'Agile', 'Scrum']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/516732,Bachelor in Engineering,"['Agile', 'Excel', 'QA', 'Scrum']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/441398,Master in Computer Science Is A Must,"['Docker', 'Microservices', 'Angular', 'Kubernetes', 'Azure', 'AWS', 'Agile', 'JavaScript', 'Scrum', 'Jenkins', 'Java', 'HTML', 'PostgreSQL', 'SQL']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/516000,Master in Computer Science,"['Docker', 'Automation', 'Kubernetes', 'Ansible', 'Terraform', 'Security', 'Azure', 'Excel', 'AWS', 'React', 'GCP', 'Agile', 'Scala', 'Java', 'Jenkins', 'Scrum']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/515475,Master in Computer Science,"['Docker', 'Automation', 'CI/CD', 'Kubernetes', 'Ansible', 'Terraform', 'Security', 'Azure', 'Excel', 'AWS', 'React', 'GCP', 'Agile', 'Scala', 'Java', 'Jenkins', 'Scrum']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/446301,Not Specified / Equivalent Experience,"['Docker', 'Excel', 'Git', 'React', 'MongoDB', 'CSS', 'Agile', 'JavaScript', 'MySQL', 'Bitbucket', 'TypeScript', 'Java', 'HTML', 'Scrum']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/516428,Not Specified / Equivalent Experience,"['Next.js', 'Jira', 'Confluence', 'PMP', 'React', 'Agile', 'Go', 'PostgreSQL', 'Scrum']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/13709,Not Specified / Equivalent Experience,"['Selenium', 'Automation', 'Jira', 'Agile', 'Manual Testing', 'Postman', 'Java', 'QA', 'Scrum']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/13867,Bachelor's in Computer Science,"['Microservices', 'Automation', 'Jira', 'AWS', 'NoSQL', 'Agile', 'MySQL', 'Scrum', 'Java', 'SQL']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/10531,Bachelor's in Computer Science,"['Microservices', 'Automation', 'Jira', 'AWS', 'React', 'NoSQL', 'Agile', 'MySQL', 'Scrum', 'Java', 'SQL']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/36795,Not Specified / Equivalent Experience,"['Jira', 'Azure', 'Git', 'Agile', 'Scrum', 'Bitbucket', 'CSS', 'HTML', 'SQL']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/15580,Not Specified / Equivalent Experience,"['Microservices', 'Automation', 'Jira', 'Confluence', 'AWS', 'React', 'Agile', 'Postman', 'Java', 'Scrum']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/15464,Not Specified / Equivalent Experience,"['Microservices', 'Automation', 'Jira', 'Confluence', 'AWS', 'React', 'Agile', 'Postman', 'Java', 'Scrum']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/516373,Bachelor (Field Unspecified),"['Microservices', 'CI/CD', 'Azure', 'AWS', 'Agile', 'Scrum', 'SQL']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/16474,Not Specified / Equivalent Experience,"['Agile', 'Excel', 'Scrum']"
Scrum Master,,Extracted,https://rooster.jobs/jobs/15419,Not Specified / Equivalent Experience,"['Jira', 'Kanban', 'Confluence', 'Azure', 'GitHub', 'GCP', 'JavaScript', 'Agile', 'Scrum', 'CSS', 'Java', 'HTML', 'SQL']"
Data Analyst,,Extracted,https://rooster.jobs/jobs/516974,Not Specified / Equivalent Experience,"['Rust', 'Data Analytics', 'Excel']"
Data Analyst,,Extracted,https://rooster.jobs/jobs/517116,Bachelor in Computer Science,"['Azure', 'Excel', 'AWS', 'GCP', 'Spark', 'ETL', 'Data Warehousing', 'Python', 'Scala', 'SQL']"
Data Analyst,,Extracted,https://rooster.jobs/jobs/512854,Not Specified / Equivalent Experience,"['Docker', 'Airflow', 'CI/CD', 'Terraform', 'Security', 'Azure', 'AWS', 'Git', 'GCP', 'MySQL', 'Spark', 'ETL', 'Python', 'Scala', 'Pandas', 'Kafka', 'PostgreSQL', 'SQL']"
Data Analyst,,Extracted,https://rooster.jobs/jobs/516998,Not Specified / Equivalent Experience,['Excel']
Data Analyst,,Extracted,https://rooster.jobs/jobs/516999,Not Specified / Equivalent Experience,['Excel']
Data Analyst,,Extracted,https://rooster.jobs/jobs/54299,Not Specified / Equivalent Experience,"['Snowflake', 'Microservices', 'Excel', 'Agile', 'Scrum', 'ETL', 'REST API', 'Data Warehousing', 'Scala', 'SQL']"
Data Analyst,,Extracted,https://rooster.jobs/jobs/515652,Master in Computer Science,"['Machine Learning', 'Data Science', 'Automation', 'CI/CD', 'NumPy', 'Azure', 'AWS', 'GCP', 'Spark', 'Databricks', 'PyTorch', 'Python', 'Scala', 'TensorFlow', 'Pandas', 'Scikit-Learn', 'SQL']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/515916,Bachelor's in Computer Science,"['Cybersecurity', 'Automation', 'CI/CD', 'Security', 'Excel', 'AWS']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/447112,Not Specified / Equivalent Experience,"['Security', 'Excel', 'Scala']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/449654,Degree in Data Science,"['Data Science', 'Excel']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/515651,Not Specified / Equivalent Experience,"['Security', 'SQL']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/515658,Not Specified / Equivalent Experience,"['Security', 'Azure', 'SQL']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/516764,Not Specified / Equivalent Experience,"['Security', 'Cybersecurity', 'Scala']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/513869,Master in Architecture,"['Automation', 'Python']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/31266,Bachelors in Mathematics,"['JavaScript', 'ETL', 'Hadoop', 'Java', 'Data Analytics']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/14893,Not Specified / Equivalent Experience,"['Security', 'Excel', 'Scala']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/448842,Not Specified / Equivalent Experience,"['Automation', 'CI/CD', 'Terraform', 'Security', 'AWS', 'DNS', 'Scala']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/516498,Bachelor in Accounting,"['Excel', 'QA', 'Scala']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/510847,Degree in Business,['Excel']
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/516500,Bachelor's in Commerce,"['Excel', 'QA']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/437541,Bachelor's in Business Administration,"['Agile', 'Excel']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/14291,Bachelor in Computer Science,"['Selenium', 'Automation', 'Excel', 'Manual Testing', 'Postman', 'Appium', 'QA']"
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/508392,Not Specified / Equivalent Experience,['Excel']
Information Security Analyst,,Extracted,https://rooster.jobs/jobs/437543,Bachelor's in Finance,"['Tableau', 'Excel']"
Salesforce Developer,,Extracted,https://rooster.jobs/jobs/446362,Not Specified / Equivalent Experience,"['Data Analytics', 'Excel']"
Salesforce Developer,,Extracted,https://rooster.jobs/jobs/508578,Bachelor (Field Unspecified),"['Excel', 'PMP']"
Salesforce Developer,,Extracted,https://rooster.jobs/jobs/509064,Not Specified / Equivalent Experience,['Excel']
Salesforce Developer,,Extracted,https://rooster.jobs/jobs/517148,Not Specified / Equivalent Experience,['Excel']
Salesforce Developer,,Extracted,https://rooster.jobs/jobs/506663,Bachelor's (Field Unspecified),['Excel']
Salesforce Developer,,Extracted,https://rooster.jobs/jobs/446905,Not Specified / Equivalent Experience,"['CI/CD', 'Git', 'React', 'React Native', 'Flutter', 'Java', 'Kotlin', 'Swift']"
Salesforce Developer,,Extracted,https://rooster.jobs/jobs/446150,Not Specified / Equivalent Experience,"['Node.js', 'Microservices', 'Terraform', 'AWS', 'React', 'MySQL', 'Python', 'GraphQL', 'Automation', 'Next.js', 'Kanban', 'MongoDB', 'GCP', 'Scala', 'Java', 'HTML', 'Google Cloud', 'Cypress', 'Git', 'JavaScript', 'Scrum', 'CI/CD', 'Security', 'Agile', 'PostgreSQL']"
ERP Consultant,,Extracted,https://rooster.jobs/jobs/14852,Degree in Information Technology,['PMP']
ERP Consultant,,Extracted,https://rooster.jobs/jobs/517037,Not Specified / Equivalent Experience,['Excel']
ERP Consultant,,Extracted,https://rooster.jobs/jobs/13547,Bachelor's (Field Unspecified),['Scala']
ERP Consultant,,Extracted,https://rooster.jobs/jobs/517138,Not Specified / Equivalent Experience,['Go']
ERP Consultant,,Extracted,https://rooster.jobs/jobs/514465,Not Specified / Equivalent Experience,"['Microservices', 'Security', 'Excel', 'React', 'DNS', 'REST API', 'MySQL', 'Scala', 'Linux', 'Java', 'SQL']"
ERP Consultant,,Extracted,https://rooster.jobs/jobs/517260,Not Specified / Equivalent Experience,"['REST API', 'Excel']"
ERP Consultant,,Extracted,https://rooster.jobs/jobs/517087,Not Specified / Equivalent Experience,"['REST API', 'Excel']"
ERP Consultant,,Extracted,https://rooster.jobs/jobs/516202,Master in Software Engineering,"['Agile', 'Excel', 'REST API']"
ERP Consultant,,Extracted,https://rooster.jobs/jobs/517126,Bachelor in Computer Science,"['Go', 'Excel', 'Scala']"
ERP Consultant,,Extracted,https://rooster.jobs/jobs/516633,Not Specified / Equivalent Experience,['Excel']
ERP Consultant,,Extracted,https://rooster.jobs/jobs/511479,Degree in Accounting,['Excel']
ERP Consultant,,Extracted,https://rooster.jobs/jobs/517259,Not Specified / Equivalent Experience,"['REST API', 'Excel']"
ERP Consultant,,Extracted,https://rooster.jobs/jobs/11750,Not Specified / Equivalent Experience,['QA']
ERP Consultant,,Extracted,https://rooster.jobs/jobs/516634,Not Specified / Equivalent Experience,['Excel']
